Year_Test,Year,Test,Test_Type,Test_Year,Location,Location2,Trait,Meta_data_type,Value
2006_UTIIRR,2006,UTIIRR,Uniform,UTIIRR_2006,AuroraSD,Aurora_SD,YieldBuA,C.V.,8.4
1994_UTIV,1994,UTIV,Uniform,UTIV_1994,LafayetteIN,Lafayette_IN,YieldBuA,L.S.D.,8.7
2006_UTIIRR,2006,UTIIRR,Uniform,UTIIRR_2006,BeresfordSD,Beresford_SD,YieldBuA,C.V.,10.3
1995_PTIVA,1995,PTIVA,Preliminary,PTIVA_1995,UrbanaIL,Urbana_IL,YieldBuA,L.S.D.,8.7
2006_UTIIRR,2006,UTIIRR,Uniform,UTIIRR_2006,SinaiSD,Sinai_SD,YieldBuA,C.V.,10
1996_PTIIIB,1996,PTIIIB,Preliminary,PTIIIB_1996,ColumbiaMO,Columbia_MO,YieldBuA,L.S.D.,8.7
2006_UTIIRR,2006,UTIIRR,Uniform,UTIIRR_2006,UrbanaIL,Urbana_IL,YieldBuA,RowSp.,30
2006_UTIIRR,2006,UTIIRR,Uniform,UTIIRR_2006,WanatahIN,Wanatah_IN,YieldBuA,RowSp.,30
2006_UTIIRR,2006,UTIIRR,Uniform,UTIIRR_2006,BeemerNE,Beemer_NE,YieldBuA,RowSp.,30
2006_UTIIRR,2006,UTIIRR,Uniform,UTIIRR_2006,CotesfieldNE,Cotesfield_NE,YieldBuA,RowSp.,30
2006_UTIIRR,2006,UTIIRR,Uniform,UTIIRR_2006,GoehnerNE,Goehner_NE,YieldBuA,RowSp.,30
2006_UTIIRR,2006,UTIIRR,Uniform,UTIIRR_2006,AuroraSD,Aurora_SD,YieldBuA,RowSp.,30
2006_UTIIRR,2006,UTIIRR,Uniform,UTIIRR_2006,BeresfordSD,Beresford_SD,YieldBuA,RowSp.,30
2006_UTIIRR,2006,UTIIRR,Uniform,UTIIRR_2006,SinaiSD,Sinai_SD,YieldBuA,RowSp.,30
1993_UTI,1993,UTI,Uniform,UTI_1993,LambertonMN,Lamberton_MN,YieldBuA,Reps,3
1993_UTI,1993,UTI,Uniform,UTI_1993,WasecaMN,Waseca_MN,YieldBuA,Reps,3
1993_UTI,1993,UTI,Uniform,UTI_1993,DavidCityNE,DavidCity_NE,YieldBuA,Reps,3
1993_UTI,1993,UTI,Uniform,UTI_1993,OrdNE,Ord_NE,YieldBuA,Reps,3
1993_UTI,1993,UTI,Uniform,UTI_1993,InwoodONT,Inwood_ONT,YieldBuA,Reps,3
1993_UTI,1993,UTI,Uniform,UTI_1993,StateCollegePA,StateCollege_PA,YieldBuA,Reps,3
1993_UTI,1993,UTI,Uniform,UTI_1993,BrookingsSD,Brookings_SD,YieldBuA,Reps,3
2006_UTIIRR,2006,UTIIRR,Uniform,UTIIRR_2006,ChathamONT,Chatham_ONT,YieldBuA,Rows/Plot,5
2006_UTIIRR,2006,UTIIRR,Uniform,UTIIRR_2006,InghamCountyMI,InghamCounty_MI,YieldBuA,Rows/Plot,6
2006_UTIIRR,2006,UTIIRR,Uniform,UTIIRR_2006,LenaweeCountyMI,LenaweeCounty_MI,YieldBuA,Rows/Plot,6
2006_UTIRR,2006,UTIRR,Uniform,UTIRR_2006,LambertonMN,Lamberton_MN,YieldBuA,RowSp.,10
2006_UTIRR,2006,UTIRR,Uniform,UTIRR_2006,WasecaMN,Waseca_MN,YieldBuA,RowSp.,10
2006_UTIRR,2006,UTIRR,Uniform,UTIRR_2006,StHyacintheQUE,StHyacinthe_QUE,YieldBuA,RowSp.,13
2006_UTIRR,2006,UTIRR,Uniform,UTIRR_2006,InghamCountyMI,InghamCounty_MI,YieldBuA,RowSp.,15
2006_UTIRR,2006,UTIRR,Uniform,UTIRR_2006,SaginawCountyMI,SaginawCounty_MI,YieldBuA,RowSp.,15
1993_UTI,1993,UTI,Uniform,UTI_1993,WatertownSD,Watertown_SD,YieldBuA,Reps,3
1993_UTI,1993,UTI,Uniform,UTI_1993,ArlingtonWI,Arlington_WI,YieldBuA,Reps,3
1993_UTII,1993,UTII,Uniform,UTII_1993,AmesIA,Ames_IA,YieldBuA,Reps,3
2006_UTIRR,2006,UTIRR,Uniform,UTIRR_2006,LafayetteIN,Lafayette_IN,YieldBuA,RowSp.,26
2006_UTIRR,2006,UTIRR,Uniform,UTIRR_2006,LafayetteIN,Lafayette_IN,YieldBuA,Rows/Plot,4
2006_UTIRR,2006,UTIRR,Uniform,UTIRR_2006,WanatahIN,Wanatah_IN,YieldBuA,Rows/Plot,4
2006_UTIRR,2006,UTIRR,Uniform,UTIRR_2006,AuroraSD,Aurora_SD,YieldBuA,Rows/Plot,4
2006_UTIRR,2006,UTIRR,Uniform,UTIRR_2006,SinaiSD,Sinai_SD,YieldBuA,Rows/Plot,4
2006_UTIRR,2006,UTIRR,Uniform,UTIRR_2006,WatertownSD,Watertown_SD,YieldBuA,Rows/Plot,4
2006_UTIRR,2006,UTIRR,Uniform,UTIRR_2006,StHyacintheQUE,StHyacinthe_QUE,YieldBuA,Rows/Plot,4
2006_UTIRR,2006,UTIRR,Uniform,UTIRR_2006,LafayetteIN,Lafayette_IN,YieldBuA,C.V.,7.7
1998_UTII,1998,UTII,Uniform,UTII_1998,WanatahIN,Wanatah_IN,YieldBuA,L.S.D.,8.7
2006_UTIRR,2006,UTIRR,Uniform,UTIRR_2006,WanatahIN,Wanatah_IN,YieldBuA,C.V.,7.9
1999_PTI,1999,PTI,Preliminary,PTI_1999,InghamCountyMI,InghamCounty_MI,YieldBuA,L.S.D.,8.7
2006_UTIRR,2006,UTIRR,Uniform,UTIRR_2006,InghamCountyMI,InghamCounty_MI,YieldBuA,C.V.,15
1999_PTIIIB,1999,PTIIIB,Preliminary,PTIIIB_1999,TekamahNE,Tekamah_NE,YieldBuA,L.S.D.,8.7
2006_UTIRR,2006,UTIRR,Uniform,UTIRR_2006,SaginawCountyMI,SaginawCounty_MI,YieldBuA,C.V.,13.7
2000_PT0,2000,PT0,Preliminary,PT0_2000,MorrisMN,Morris_MN,YieldBuA,L.S.D.,8.7
2006_UTIRR,2006,UTIRR,Uniform,UTIRR_2006,LambertonMN,Lamberton_MN,YieldBuA,C.V.,10.6
2000_PTI,2000,PTI,Preliminary,PTI_2000,InghamCountyMI,InghamCounty_MI,YieldBuA,L.S.D.,8.7
2006_UTIRR,2006,UTIRR,Uniform,UTIRR_2006,WasecaMN,Waseca_MN,YieldBuA,C.V.,11.9
2000_UT0,2000,UT0,Uniform,UT0_2000,MorrisMN,Morris_MN,YieldBuA,L.S.D.,8.7
2006_UTIRR,2006,UTIRR,Uniform,UTIRR_2006,AuroraSD,Aurora_SD,YieldBuA,C.V.,10.5
2000_UTII,2000,UTII,Uniform,UTII_2000,DeKalbIL,DeKalb_IL,YieldBuA,L.S.D.,8.7
2006_UTIRR,2006,UTIRR,Uniform,UTIRR_2006,SinaiSD,Sinai_SD,YieldBuA,C.V.,10.7
2001_UTI,2001,UTI,Uniform,UTI_2001,GoehnerNE,Goehner_NE,YieldBuA,L.S.D.,8.7
2006_UTIRR,2006,UTIRR,Uniform,UTIRR_2006,WatertownSD,Watertown_SD,YieldBuA,C.V.,14.1
2002_PTIIIA,2002,PTIIIA,Preliminary,PTIIIA_2002,ManhattanKS,Manhattan_KS,YieldBuA,L.S.D.,8.7
2006_UTIRR,2006,UTIRR,Uniform,UTIRR_2006,StHyacintheQUE,StHyacinthe_QUE,YieldBuA,C.V.,5.5
2002_UTII,2002,UTII,Uniform,UTII_2002,LambertonMN,Lamberton_MN,YieldBuA,L.S.D.,8.7
2006_UTIRR,2006,UTIRR,Uniform,UTIRR_2006,WanatahIN,Wanatah_IN,YieldBuA,RowSp.,30
2006_UTIRR,2006,UTIRR,Uniform,UTIRR_2006,AuroraSD,Aurora_SD,YieldBuA,RowSp.,30
2006_UTIRR,2006,UTIRR,Uniform,UTIRR_2006,SinaiSD,Sinai_SD,YieldBuA,RowSp.,30
2006_UTIRR,2006,UTIRR,Uniform,UTIRR_2006,WatertownSD,Watertown_SD,YieldBuA,RowSp.,30
1993_UTII,1993,UTII,Uniform,UTII_1993,GrandJunctionIA,GrandJunction_IA,YieldBuA,Reps,3
1993_UTII,1993,UTII,Uniform,UTII_1993,KeystoneIA,Keystone_IA,YieldBuA,Reps,3
1993_UTII,1993,UTII,Uniform,UTII_1993,DeKalbIL,DeKalb_IL,YieldBuA,Reps,3
1993_UTII,1993,UTII,Uniform,UTII_1993,DwightIL,Dwight_IL,YieldBuA,Reps,3
1993_UTII,1993,UTII,Uniform,UTII_1993,UrbanaIL,Urbana_IL,YieldBuA,Reps,3
1993_UTII,1993,UTII,Uniform,UTII_1993,BlufftonIN,Bluffton_IN,YieldBuA,Reps,3
1993_UTII,1993,UTII,Uniform,UTII_1993,LafayetteIN,Lafayette_IN,YieldBuA,Reps,3
2006_UTIRR,2006,UTIRR,Uniform,UTIRR_2006,InghamCountyMI,InghamCounty_MI,YieldBuA,Rows/Plot,6
2006_UTIRR,2006,UTIRR,Uniform,UTIRR_2006,SaginawCountyMI,SaginawCounty_MI,YieldBuA,Rows/Plot,6
2006_UTIRR,2006,UTIRR,Uniform,UTIRR_2006,LambertonMN,Lamberton_MN,YieldBuA,Rows/Plot,8
2006_UTIRR,2006,UTIRR,Uniform,UTIRR_2006,WasecaMN,Waseca_MN,YieldBuA,Rows/Plot,8
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,PortagevilleClayMO,PortagevilleClay_MO,YieldBuA,Rows/Plot,2
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,PortagevilleLoamMO,PortagevilleLoam_MO,YieldBuA,Rows/Plot,2
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,SCharlestonOH,SCharleston_OH,YieldBuA,RowSp.,15
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,LexingtonKY,Lexington_KY,YieldBuA,RowSp.,16
1993_UTII,1993,UTII,Uniform,UTII_1993,InghamCountyMI,InghamCounty_MI,YieldBuA,Reps,3
1993_UTII,1993,UTII,Uniform,UTII_1993,LenaweeCountyMI,LenaweeCounty_MI,YieldBuA,Reps,3
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,QueenstownMD,Queenstown_MD,YieldBuA,RowSp.,24
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,LafayetteIN,Lafayette_IN,YieldBuA,RowSp.,26
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,BellevilleIL,Belleville_IL,YieldBuA,Rows/Plot,4
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,HarrisburgIL,Harrisburg_IL,YieldBuA,Rows/Plot,4
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,NewtonIL,Newton_IL,YieldBuA,Rows/Plot,4
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,UrbanaIL,Urbana_IL,YieldBuA,Rows/Plot,4
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,LafayetteIN,Lafayette_IN,YieldBuA,Rows/Plot,4
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,AshlandKS,Ashland_KS,YieldBuA,Rows/Plot,4
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,ManhattanKS,Manhattan_KS,YieldBuA,Rows/Plot,4
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,QueenstownMD,Queenstown_MD,YieldBuA,Rows/Plot,4
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,ColumbiaMO,Columbia_MO,YieldBuA,Rows/Plot,4
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,JacksonTN,Jackson_TN,YieldBuA,Rows/Plot,4
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,BellevilleIL,Belleville_IL,YieldBuA,C.V.,4.9
2002_UTIII,2002,UTIII,Uniform,UTIII_2002,PalmyraNE,Palmyra_NE,YieldBuA,L.S.D.,8.7
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,HarrisburgIL,Harrisburg_IL,YieldBuA,C.V.,4.9
2003_PTII,2003,PTII,Preliminary,PTII_2003,AmesIA,Ames_IA,YieldBuA,L.S.D.,8.7
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,NewtonIL,Newton_IL,YieldBuA,C.V.,5
2003_PTIIIB,2003,PTIIIB,Preliminary,PTIIIB_2003,TekamahNE,Tekamah_NE,YieldBuA,L.S.D.,8.7
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,UrbanaIL,Urbana_IL,YieldBuA,C.V.,5.8
2003_PTIVRR,2003,PTIVRR,Preliminary,PTIVRR_2003,AshlandKS,Ashland_KS,YieldBuA,L.S.D.,8.7
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,LafayetteIN,Lafayette_IN,YieldBuA,C.V.,7.3
2004_PTII,2004,PTII,Preliminary,PTII_2004,LafayetteIN,Lafayette_IN,YieldBuA,L.S.D.,8.7
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,AshlandKS,Ashland_KS,YieldBuA,C.V.,10.8
2004_UTIVRR,2004,UTIVRR,Uniform,UTIVRR_2004,SCharlestonOH,SCharleston_OH,YieldBuA,L.S.D.,8.7
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,ManhattanKS,Manhattan_KS,YieldBuA,C.V.,9.7
2005_PTIIIB,2005,PTIIIB,Preliminary,PTIIIB_2005,ButlervilleIN,Butlerville_IN,YieldBuA,L.S.D.,8.7
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,LexingtonKY,Lexington_KY,YieldBuA,C.V.,7.8
2005_UT0RR,2005,UT0RR,Uniform,UT0RR_2005,WatertownSD,Watertown_SD,YieldBuA,L.S.D.,8.7
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,QueenstownMD,Queenstown_MD,YieldBuA,C.V.,15.9
2005_UTIVRR,2005,UTIVRR,Uniform,UTIVRR_2005,HarrisburgIL,Harrisburg_IL,YieldBuA,L.S.D.,8.7
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,ColumbiaMO,Columbia_MO,YieldBuA,C.V.,9.5
2006_PTIIRR,2006,PTIIRR,Preliminary,PTIIRR_2006,WanatahIN,Wanatah_IN,YieldBuA,L.S.D.,8.7
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,PortagevilleClayMO,PortagevilleClay_MO,YieldBuA,C.V.,7.6
2006_PTIRR,2006,PTIRR,Preliminary,PTIRR_2006,WanatahIN,Wanatah_IN,YieldBuA,L.S.D.,8.7
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,PortagevilleLoamMO,PortagevilleLoam_MO,YieldBuA,C.V.,9.8
2006_UTI,2006,UTI,Uniform,UTI_2006,LambertonMN,Lamberton_MN,YieldBuA,L.S.D.,8.7
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,SCharlestonOH,SCharleston_OH,YieldBuA,C.V.,7.5
2006_UTIIRR,2006,UTIIRR,Uniform,UTIIRR_2006,ChathamONT,Chatham_ONT,YieldBuA,L.S.D.,8.7
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,JacksonTN,Jackson_TN,YieldBuA,C.V.,19.4
2007_UTIII,2007,UTIII,Uniform,UTIII_2007,PortagevilleLoamMO,PortagevilleLoam_MO,YieldBuA,L.S.D.,8.7
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,BellevilleIL,Belleville_IL,YieldBuA,RowSp.,30
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,HarrisburgIL,Harrisburg_IL,YieldBuA,RowSp.,30
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,NewtonIL,Newton_IL,YieldBuA,RowSp.,30
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,UrbanaIL,Urbana_IL,YieldBuA,RowSp.,30
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,AshlandKS,Ashland_KS,YieldBuA,RowSp.,30
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,ManhattanKS,Manhattan_KS,YieldBuA,RowSp.,30
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,ColumbiaMO,Columbia_MO,YieldBuA,RowSp.,30
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,PortagevilleClayMO,PortagevilleClay_MO,YieldBuA,RowSp.,30
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,PortagevilleLoamMO,PortagevilleLoam_MO,YieldBuA,RowSp.,30
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,JacksonTN,Jackson_TN,YieldBuA,RowSp.,30
1993_UTII,1993,UTII,Uniform,UTII_1993,LambertonMN,Lamberton_MN,YieldBuA,Reps,3
1993_UTII,1993,UTII,Uniform,UTII_1993,WasecaMN,Waseca_MN,YieldBuA,Reps,3
1993_UTII,1993,UTII,Uniform,UTII_1993,DavidCityNE,DavidCity_NE,YieldBuA,Reps,3
1993_UTII,1993,UTII,Uniform,UTII_1993,HartingtonNE,Hartington_NE,YieldBuA,Reps,3
1993_UTII,1993,UTII,Uniform,UTII_1993,OrdNE,Ord_NE,YieldBuA,Reps,3
1993_UTII,1993,UTII,Uniform,UTII_1993,AdelphiaNJ,Adelphia_NJ,YieldBuA,Reps,3
1993_UTII,1993,UTII,Uniform,UTII_1993,HoytvilleOH,Hoytville_OH,YieldBuA,Reps,3
1993_UTII,1993,UTII,Uniform,UTII_1993,RidgetownONT,Ridgetown_ONT,YieldBuA,Reps,3
1993_UTII,1993,UTII,Uniform,UTII_1993,WoodsleeONT,Woodslee_ONT,YieldBuA,Reps,3
1993_UTII,1993,UTII,Uniform,UTII_1993,StateCollegePA,StateCollege_PA,YieldBuA,Reps,3
1993_UTII,1993,UTII,Uniform,UTII_1993,BrookingsSD,Brookings_SD,YieldBuA,Reps,3
1993_UTII,1993,UTII,Uniform,UTII_1993,ArlingtonWI,Arlington_WI,YieldBuA,Reps,3
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,LexingtonKY,Lexington_KY,YieldBuA,Rows/Plot,6
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,SCharlestonOH,SCharleston_OH,YieldBuA,Rows/Plot,6
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,PortagevilleClayMO,PortagevilleClay_MO,YieldBuA,Rows/Plot,2
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,PortagevilleLoamMO,PortagevilleLoam_MO,YieldBuA,Rows/Plot,2
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,LexingtonKY,Lexington_KY,YieldBuA,RowSp.,16
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,QueenstownMD,Queenstown_MD,YieldBuA,RowSp.,24
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,LafayetteIN,Lafayette_IN,YieldBuA,RowSp.,26
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,BellevilleIL,Belleville_IL,YieldBuA,Rows/Plot,4
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,HarrisburgIL,Harrisburg_IL,YieldBuA,Rows/Plot,4
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,UrbanaIL,Urbana_IL,YieldBuA,Rows/Plot,4
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,LafayetteIN,Lafayette_IN,YieldBuA,Rows/Plot,4
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,AshlandKS,Ashland_KS,YieldBuA,Rows/Plot,4
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,ManhattanKS,Manhattan_KS,YieldBuA,Rows/Plot,4
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,OttawaKS,Ottawa_KS,YieldBuA,Rows/Plot,4
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,QueenstownMD,Queenstown_MD,YieldBuA,Rows/Plot,4
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,ColumbiaMO,Columbia_MO,YieldBuA,Rows/Plot,4
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,JacksonTN,Jackson_TN,YieldBuA,Rows/Plot,4
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,BellevilleIL,Belleville_IL,YieldBuA,C.V.,16.9
2008_UTI,2008,UTI,Uniform,UTI_2008,LafayetteIN,Lafayette_IN,YieldBuA,L.S.D.,8.7
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,HarrisburgIL,Harrisburg_IL,YieldBuA,C.V.,10.3
2009_PTIIIA,2009,PTIIIA,Preliminary,PTIIIA_2009,LafayetteIN,Lafayette_IN,YieldBuA,L.S.D.,8.7
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,UrbanaIL,Urbana_IL,YieldBuA,C.V.,5
2009_UTIIIRR,2009,UTIIIRR,Uniform,UTIIIRR_2009,AshlandKS,Ashland_KS,YieldBuA,L.S.D.,8.7
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,LafayetteIN,Lafayette_IN,YieldBuA,C.V.,10.6
2009_UTIRR,2009,UTIRR,Uniform,UTIRR_2009,LafayetteIN,Lafayette_IN,YieldBuA,L.S.D.,8.7
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,AshlandKS,Ashland_KS,YieldBuA,C.V.,4.6
2010_PTIIIA,2010,PTIIIA,Preliminary,PTIIIA_2010,SCharlestonOH,SCharleston_OH,YieldBuA,L.S.D.,8.7
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,ManhattanKS,Manhattan_KS,YieldBuA,C.V.,6
2010_PTIIIB,2010,PTIIIB,Preliminary,PTIIIB_2010,SCharlestonOH,SCharleston_OH,YieldBuA,L.S.D.,8.7
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,OttawaKS,Ottawa_KS,YieldBuA,C.V.,4.6
2011_UTIRR,2011,UTIRR,Uniform,UTIRR_2011,InghamCountyMI,InghamCounty_MI,YieldBuA,L.S.D.,8.7
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,LexingtonKY,Lexington_KY,YieldBuA,C.V.,6.6
2012_PTI,2012,PTI,Preliminary,PTI_2012,VolgaSD,Volga_SD,YieldBuA,L.S.D.,8.7
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,QueenstownMD,Queenstown_MD,YieldBuA,C.V.,6.6
2012_PTIIB,2012,PTIIB,Preliminary,PTIIB_2012,BooneIA,Boone_IA,YieldBuA,L.S.D.,8.7
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,ColumbiaMO,Columbia_MO,YieldBuA,C.V.,9.9
2012_UTI,2012,UTI,Uniform,UTI_2012,LambertonMN,Lamberton_MN,YieldBuA,L.S.D.,8.7
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,PortagevilleClayMO,PortagevilleClay_MO,YieldBuA,C.V.,6.2
2013_UTI,2013,UTI,Uniform,UTI_2013,CharlesCityIA,CharlesCity_IA,YieldBuA,L.S.D.,8.7
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,PortagevilleLoamMO,PortagevilleLoam_MO,YieldBuA,C.V.,8.3
2013_UTIIRR,2013,UTIIRR,Uniform,UTIIRR_2013,WanatahIN,Wanatah_IN,YieldBuA,L.S.D.,8.7
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,JacksonTN,Jackson_TN,YieldBuA,C.V.,14.4
2014_UTI,2014,UTI,Uniform,UTI_2014,WanatahIN,Wanatah_IN,YieldBuA,L.S.D.,8.7
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,BellevilleIL,Belleville_IL,YieldBuA,RowSp.,30
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,HarrisburgIL,Harrisburg_IL,YieldBuA,RowSp.,30
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,UrbanaIL,Urbana_IL,YieldBuA,RowSp.,30
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,AshlandKS,Ashland_KS,YieldBuA,RowSp.,30
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,ManhattanKS,Manhattan_KS,YieldBuA,RowSp.,30
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,OttawaKS,Ottawa_KS,YieldBuA,RowSp.,30
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,ColumbiaMO,Columbia_MO,YieldBuA,RowSp.,30
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,PortagevilleClayMO,PortagevilleClay_MO,YieldBuA,RowSp.,30
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,PortagevilleLoamMO,PortagevilleLoam_MO,YieldBuA,RowSp.,30
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,JacksonTN,Jackson_TN,YieldBuA,RowSp.,30
1993_UTIII,1993,UTIII,Uniform,UTIII_1993,GeorgetownDE,Georgetown_DE,YieldBuA,Reps,3
1993_UTIII,1993,UTIII,Uniform,UTIII_1993,FairfieldIA,Fairfield_IA,YieldBuA,Reps,3
1993_UTIII,1993,UTIII,Uniform,UTIII_1993,GriswoldIA,Griswold_IA,YieldBuA,Reps,3
1993_UTIII,1993,UTIII,Uniform,UTIII_1993,StuartIA,Stuart_IA,YieldBuA,Reps,3
1993_UTIII,1993,UTIII,Uniform,UTIII_1993,NewtonIL,Newton_IL,YieldBuA,Reps,3
1993_UTIII,1993,UTIII,Uniform,UTIII_1993,RidgwayIL,Ridgway_IL,YieldBuA,Reps,3
1993_UTIII,1993,UTIII,Uniform,UTIII_1993,UrbanaIL,Urbana_IL,YieldBuA,Reps,3
1993_UTIII,1993,UTIII,Uniform,UTIII_1993,BlufftonIN,Bluffton_IN,YieldBuA,Reps,3
1993_UTIII,1993,UTIII,Uniform,UTIII_1993,LafayetteIN,Lafayette_IN,YieldBuA,Reps,3
1993_UTIII,1993,UTIII,Uniform,UTIII_1993,VincennesIN,Vincennes_IN,YieldBuA,Reps,3
1993_UTIII,1993,UTIII,Uniform,UTIII_1993,ManhattanKS,Manhattan_KS,YieldBuA,Reps,3
1993_UTIII,1993,UTIII,Uniform,UTIII_1993,PowhattanKS,Powhattan_KS,YieldBuA,Reps,3
1993_UTIII,1993,UTIII,Uniform,UTIII_1993,TopekaKS,Topeka_KS,YieldBuA,Reps,3
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,LexingtonKY,Lexington_KY,YieldBuA,Rows/Plot,6
2007_PT0,2007,PT0,Preliminary,PT0_2007,StMathieudeBeloeilQUE,StMathieudeBeloeil_QUE,YieldBuA,RowSp.,7
2007_PT0,2007,PT0,Preliminary,PT0_2007,MorrisMN,Morris_MN,YieldBuA,RowSp.,10
2007_PT0,2007,PT0,Preliminary,PT0_2007,RosemountMN,Rosemount_MN,YieldBuA,RowSp.,10
2007_PT0,2007,PT0,Preliminary,PT0_2007,WoodstockONT,Woodstock_ONT,YieldBuA,RowSp.,14
2007_PT0,2007,PT0,Preliminary,PT0_2007,StPaulsONT,StPauls_ONT,YieldBuA,RowSp.,14
2007_PT0,2007,PT0,Preliminary,PT0_2007,OttawaONT,Ottawa_ONT,YieldBuA,RowSp.,16
1993_UTIII,1993,UTIII,Uniform,UTIII_1993,LexingtonKY,Lexington_KY,YieldBuA,Reps,3
1993_UTIII,1993,UTIII,Uniform,UTIII_1993,QueenstownMD,Queenstown_MD,YieldBuA,Reps,3
1993_UTIII,1993,UTIII,Uniform,UTIII_1993,DavidCityNE,DavidCity_NE,YieldBuA,Reps,3
1993_UTIII,1993,UTIII,Uniform,UTIII_1993,FallsCityNE,FallsCity_NE,YieldBuA,Reps,3
1993_UTIII,1993,UTIII,Uniform,UTIII_1993,TekamahNE,Tekamah_NE,YieldBuA,Reps,3
